passenger_id,name,passenger_type,loyalty_level
P013362,Passenger_13362,LOYALTY,1
P013363,Passenger_13363,LOYALTY,1
P013364,Passenger_13364,NORMAL,2
P013365,Passenger_13365,VIP,3
P013366,Passenger_13366,UNACCOMPANIED_MINOR,1
P013367,Passenger_13367,LOYALTY,4
P013368,Passenger_13368,LOYALTY,0
P013369,Passenger_13369,UNACCOMPANIED_MINOR,3
P013370,Passenger_13370,NORMAL,1
P013371,Passenger_13371,VIP,0
P013372,Passenger_13372,UNACCOMPANIED_MINOR,4
P013373,Passenger_13373,VIP,1
P013374,Passenger_13374,NORMAL,1
P013375,Passenger_13375,NORMAL,0
P013376,Passenger_13376,UNACCOMPANIED_MINOR,0
P013377,Passenger_13377,LOYALTY,2
P013378,Passenger_13378,NORMAL,1
P013379,Passenger_13379,NORMAL,4
P013380,Passenger_13380,UNACCOMPANIED_MINOR,0
P013381,Passenger_13381,UNACCOMPANIED_MINOR,3
P013382,Passenger_13382,UNACCOMPANIED_MINOR,1
P013383,Passenger_13383,NORMAL,3
P013384,Passenger_13384,VIP,1
P013385,Passenger_13385,NORMAL,0
P013386,Passenger_13386,UNACCOMPANIED_MINOR,2
P013387,Passenger_13387,LOYALTY,1
P013388,Passenger_13388,LOYALTY,0
P013389,Passenger_13389,UNACCOMPANIED_MINOR,0
P013390,Passenger_13390,LOYALTY,0
P013391,Passenger_13391,NORMAL,3
P013392,Passenger_13392,VIP,0
P013393,Passenger_13393,NORMAL,3
P013394,Passenger_13394,UNACCOMPANIED_MINOR,4
P013395,Passenger_13395,NORMAL,2
P013396,Passenger_13396,LOYALTY,0
P013397,Passenger_13397,NORMAL,4
P013398,Passenger_13398,VIP,0
P013399,Passenger_13399,LOYALTY,4
P013400,Passenger_13400,VIP,0
P013401,Passenger_13401,VIP,2
P013402,Passenger_13402,VIP,0
P013403,Passenger_13403,NORMAL,3
P013404,Passenger_13404,NORMAL,0
P013405,Passenger_13405,NORMAL,1
P013406,Passenger_13406,NORMAL,3
P013407,Passenger_13407,LOYALTY,4
P013408,Passenger_13408,NORMAL,0
P013409,Passenger_13409,LOYALTY,0
P013410,Passenger_13410,VIP,0
P013411,Passenger_13411,LOYALTY,1
P013412,Passenger_13412,UNACCOMPANIED_MINOR,2
P013413,Passenger_13413,NORMAL,2
P013414,Passenger_13414,UNACCOMPANIED_MINOR,3
P013415,Passenger_13415,LOYALTY,3
P013416,Passenger_13416,NORMAL,1
P013417,Passenger_13417,UNACCOMPANIED_MINOR,1
P013418,Passenger_13418,NORMAL,1
P013419,Passenger_13419,LOYALTY,4
P013420,Passenger_13420,UNACCOMPANIED_MINOR,1
P013421,Passenger_13421,LOYALTY,1
P013422,Passenger_13422,UNACCOMPANIED_MINOR,1
P013423,Passenger_13423,VIP,1
P013424,Passenger_13424,VIP,2
P013425,Passenger_13425,VIP,0
P013426,Passenger_13426,VIP,0
P013427,Passenger_13427,VIP,2
P013428,Passenger_13428,LOYALTY,1
P013429,Passenger_13429,VIP,4
P013430,Passenger_13430,LOYALTY,4
P013431,Passenger_13431,VIP,3
P013432,Passenger_13432,NORMAL,0
P013433,Passenger_13433,VIP,3
P013434,Passenger_13434,NORMAL,1
P013435,Passenger_13435,LOYALTY,3
P013436,Passenger_13436,VIP,1
P013437,Passenger_13437,UNACCOMPANIED_MINOR,3
P013438,Passenger_13438,LOYALTY,2
P013439,Passenger_13439,VIP,1
P013440,Passenger_13440,LOYALTY,4
P013441,Passenger_13441,UNACCOMPANIED_MINOR,1
P013442,Passenger_13442,VIP,4
P013443,Passenger_13443,UNACCOMPANIED_MINOR,4
P013444,Passenger_13444,VIP,3
P013445,Passenger_13445,NORMAL,0
P013446,Passenger_13446,LOYALTY,0
P013447,Passenger_13447,UNACCOMPANIED_MINOR,0
P013448,Passenger_13448,LOYALTY,4
P013449,Passenger_13449,UNACCOMPANIED_MINOR,0
P013450,Passenger_13450,LOYALTY,1
P013451,Passenger_13451,LOYALTY,1
P013452,Passenger_13452,LOYALTY,1
P013453,Passenger_13453,NORMAL,4
P013454,Passenger_13454,VIP,4
P013455,Passenger_13455,NORMAL,0
P013456,Passenger_13456,LOYALTY,3
P013457,Passenger_13457,UNACCOMPANIED_MINOR,4
P013458,Passenger_13458,LOYALTY,2
P013459,Passenger_13459,VIP,1
P013460,Passenger_13460,NORMAL,1
P013461,Passenger_13461,VIP,0
P013462,Passenger_13462,UNACCOMPANIED_MINOR,3
P013463,Passenger_13463,VIP,1
P013464,Passenger_13464,NORMAL,4
P013465,Passenger_13465,UNACCOMPANIED_MINOR,3
P013466,Passenger_13466,VIP,1
P013467,Passenger_13467,NORMAL,0
P013468,Passenger_13468,NORMAL,0
P013469,Passenger_13469,LOYALTY,0
P013470,Passenger_13470,VIP,4
P013471,Passenger_13471,UNACCOMPANIED_MINOR,0
P013472,Passenger_13472,LOYALTY,2
P013473,Passenger_13473,VIP,4
P013474,Passenger_13474,VIP,2
P013475,Passenger_13475,UNACCOMPANIED_MINOR,0
P013476,Passenger_13476,LOYALTY,3
P013477,Passenger_13477,LOYALTY,4
P013478,Passenger_13478,UNACCOMPANIED_MINOR,2
P013479,Passenger_13479,LOYALTY,4
P013480,Passenger_13480,NORMAL,2
P013481,Passenger_13481,UNACCOMPANIED_MINOR,4
P013482,Passenger_13482,VIP,1
P013483,Passenger_13483,UNACCOMPANIED_MINOR,2
P013484,Passenger_13484,NORMAL,2
P013485,Passenger_13485,UNACCOMPANIED_MINOR,4
P013486,Passenger_13486,VIP,3
P013487,Passenger_13487,VIP,1
P013488,Passenger_13488,UNACCOMPANIED_MINOR,2
P013489,Passenger_13489,UNACCOMPANIED_MINOR,0
P013490,Passenger_13490,NORMAL,0
P013491,Passenger_13491,NORMAL,4
P013492,Passenger_13492,VIP,3
P013493,Passenger_13493,LOYALTY,1
P013494,Passenger_13494,LOYALTY,2
P013495,Passenger_13495,LOYALTY,0
P013496,Passenger_13496,LOYALTY,2
P013497,Passenger_13497,VIP,0
P013498,Passenger_13498,LOYALTY,4
P013499,Passenger_13499,LOYALTY,4
P013500,Passenger_13500,UNACCOMPANIED_MINOR,2
P013501,Passenger_13501,LOYALTY,4
P013502,Passenger_13502,UNACCOMPANIED_MINOR,1
P013503,Passenger_13503,VIP,4
P013504,Passenger_13504,UNACCOMPANIED_MINOR,1
P013505,Passenger_13505,NORMAL,4
P013506,Passenger_13506,UNACCOMPANIED_MINOR,2
P013507,Passenger_13507,LOYALTY,1
P013508,Passenger_13508,UNACCOMPANIED_MINOR,3
P013509,Passenger_13509,UNACCOMPANIED_MINOR,2
P013510,Passenger_13510,VIP,1
P013511,Passenger_13511,VIP,0
P013512,Passenger_13512,LOYALTY,0
P013513,Passenger_13513,NORMAL,3
P013514,Passenger_13514,NORMAL,0
P013515,Passenger_13515,UNACCOMPANIED_MINOR,2
P013516,Passenger_13516,NORMAL,1
P013517,Passenger_13517,VIP,2
P013518,Passenger_13518,LOYALTY,4
P013519,Passenger_13519,LOYALTY,4
P013520,Passenger_13520,VIP,0
P013521,Passenger_13521,LOYALTY,3
P013522,Passenger_13522,UNACCOMPANIED_MINOR,3
P013523,Passenger_13523,LOYALTY,4
P013524,Passenger_13524,NORMAL,3
P013525,Passenger_13525,LOYALTY,3
P013526,Passenger_13526,LOYALTY,0
P013527,Passenger_13527,VIP,2
P013528,Passenger_13528,VIP,2
P013529,Passenger_13529,NORMAL,1
P013530,Passenger_13530,VIP,2
P013531,Passenger_13531,NORMAL,2
P013532,Passenger_13532,UNACCOMPANIED_MINOR,0
P013533,Passenger_13533,NORMAL,0
P013534,Passenger_13534,LOYALTY,2
P013535,Passenger_13535,NORMAL,1
P013536,Passenger_13536,UNACCOMPANIED_MINOR,2
P013537,Passenger_13537,LOYALTY,2
P013538,Passenger_13538,NORMAL,4
P013539,Passenger_13539,VIP,1
P013540,Passenger_13540,VIP,2
P013541,Passenger_13541,VIP,0
P013542,Passenger_13542,NORMAL,2
P013543,Passenger_13543,NORMAL,3
P013544,Passenger_13544,UNACCOMPANIED_MINOR,4
P013545,Passenger_13545,LOYALTY,4
P013546,Passenger_13546,LOYALTY,4
P013547,Passenger_13547,LOYALTY,1
P013548,Passenger_13548,LOYALTY,4
P013549,Passenger_13549,NORMAL,2
P013550,Passenger_13550,NORMAL,1
P013551,Passenger_13551,UNACCOMPANIED_MINOR,3
P013552,Passenger_13552,LOYALTY,0
P013553,Passenger_13553,NORMAL,4
P013554,Passenger_13554,NORMAL,2
P013555,Passenger_13555,NORMAL,1
P013556,Passenger_13556,NORMAL,2
P013557,Passenger_13557,LOYALTY,4
P013558,Passenger_13558,LOYALTY,0
P013559,Passenger_13559,NORMAL,1
P013560,Passenger_13560,VIP,2
P013561,Passenger_13561,UNACCOMPANIED_MINOR,1
P013562,Passenger_13562,LOYALTY,4
P013563,Passenger_13563,LOYALTY,4
P013564,Passenger_13564,VIP,3
P013565,Passenger_13565,LOYALTY,3
P013566,Passenger_13566,VIP,4
P013567,Passenger_13567,VIP,1
P013568,Passenger_13568,NORMAL,2
P013569,Passenger_13569,LOYALTY,2
P013570,Passenger_13570,UNACCOMPANIED_MINOR,1
P013571,Passenger_13571,VIP,0
P013572,Passenger_13572,UNACCOMPANIED_MINOR,1
P013573,Passenger_13573,NORMAL,4
P013574,Passenger_13574,LOYALTY,4
P013575,Passenger_13575,NORMAL,3
P013576,Passenger_13576,NORMAL,2
P013577,Passenger_13577,UNACCOMPANIED_MINOR,3
P013578,Passenger_13578,UNACCOMPANIED_MINOR,2
P013579,Passenger_13579,VIP,1
P013580,Passenger_13580,LOYALTY,0
P013581,Passenger_13581,NORMAL,2
P013582,Passenger_13582,VIP,0
P013583,Passenger_13583,VIP,0
P013584,Passenger_13584,NORMAL,0
P013585,Passenger_13585,NORMAL,1
P013586,Passenger_13586,VIP,0
P013587,Passenger_13587,NORMAL,0
P013588,Passenger_13588,NORMAL,4
P013589,Passenger_13589,UNACCOMPANIED_MINOR,4
P013590,Passenger_13590,LOYALTY,2
P013591,Passenger_13591,VIP,4
P013592,Passenger_13592,NORMAL,2
P013593,Passenger_13593,VIP,0
P013594,Passenger_13594,LOYALTY,4
P013595,Passenger_13595,VIP,3
P013596,Passenger_13596,VIP,1
P013597,Passenger_13597,VIP,4
P013598,Passenger_13598,UNACCOMPANIED_MINOR,1
P013599,Passenger_13599,LOYALTY,4
P013600,Passenger_13600,LOYALTY,4
P013601,Passenger_13601,VIP,3
P013602,Passenger_13602,VIP,0
P013603,Passenger_13603,LOYALTY,2
P013604,Passenger_13604,NORMAL,4
P013605,Passenger_13605,UNACCOMPANIED_MINOR,4
P013606,Passenger_13606,LOYALTY,1
P013607,Passenger_13607,VIP,0
P013608,Passenger_13608,NORMAL,4
P013609,Passenger_13609,NORMAL,4
P013610,Passenger_13610,NORMAL,2
P013611,Passenger_13611,UNACCOMPANIED_MINOR,0
P013612,Passenger_13612,UNACCOMPANIED_MINOR,0
P013613,Passenger_13613,LOYALTY,4
P013614,Passenger_13614,LOYALTY,0
P013615,Passenger_13615,LOYALTY,0
P013616,Passenger_13616,LOYALTY,2
P013617,Passenger_13617,VIP,3
P013618,Passenger_13618,UNACCOMPANIED_MINOR,2
P013619,Passenger_13619,NORMAL,3
P013620,Passenger_13620,VIP,2
P013621,Passenger_13621,LOYALTY,4
P013622,Passenger_13622,LOYALTY,2
P013623,Passenger_13623,VIP,0
P013624,Passenger_13624,NORMAL,0
P013625,Passenger_13625,UNACCOMPANIED_MINOR,1
P013626,Passenger_13626,UNACCOMPANIED_MINOR,4
P013627,Passenger_13627,NORMAL,0
P013628,Passenger_13628,UNACCOMPANIED_MINOR,4
P013629,Passenger_13629,LOYALTY,2
P013630,Passenger_13630,LOYALTY,0
P013631,Passenger_13631,LOYALTY,4
P013632,Passenger_13632,LOYALTY,2
P013633,Passenger_13633,NORMAL,3
P013634,Passenger_13634,UNACCOMPANIED_MINOR,1
P013635,Passenger_13635,UNACCOMPANIED_MINOR,2
P013636,Passenger_13636,VIP,3
P013637,Passenger_13637,NORMAL,4
P013638,Passenger_13638,UNACCOMPANIED_MINOR,3
P013639,Passenger_13639,UNACCOMPANIED_MINOR,0
P013640,Passenger_13640,VIP,4
P013641,Passenger_13641,LOYALTY,1
P013642,Passenger_13642,UNACCOMPANIED_MINOR,1
P013643,Passenger_13643,LOYALTY,4
P013644,Passenger_13644,VIP,0
P013645,Passenger_13645,UNACCOMPANIED_MINOR,4
P013646,Passenger_13646,LOYALTY,4
P013647,Passenger_13647,NORMAL,4
P013648,Passenger_13648,LOYALTY,2
P013649,Passenger_13649,LOYALTY,1
P013650,Passenger_13650,LOYALTY,1
P013651,Passenger_13651,LOYALTY,0
P013652,Passenger_13652,NORMAL,1
P013653,Passenger_13653,VIP,0
P013654,Passenger_13654,LOYALTY,0
P013655,Passenger_13655,LOYALTY,1
P013656,Passenger_13656,UNACCOMPANIED_MINOR,4
P013657,Passenger_13657,UNACCOMPANIED_MINOR,4
P013658,Passenger_13658,NORMAL,2
P013659,Passenger_13659,NORMAL,0
P013660,Passenger_13660,NORMAL,3
P013661,Passenger_13661,UNACCOMPANIED_MINOR,3
P013662,Passenger_13662,LOYALTY,1
P013663,Passenger_13663,UNACCOMPANIED_MINOR,1
P013664,Passenger_13664,VIP,3
P013665,Passenger_13665,NORMAL,2
P013666,Passenger_13666,NORMAL,0
P013667,Passenger_13667,NORMAL,0
P013668,Passenger_13668,VIP,1
P013669,Passenger_13669,LOYALTY,1
P013670,Passenger_13670,LOYALTY,4
P013671,Passenger_13671,LOYALTY,2
P013672,Passenger_13672,NORMAL,0
P013673,Passenger_13673,LOYALTY,4
P013674,Passenger_13674,UNACCOMPANIED_MINOR,3
P013675,Passenger_13675,NORMAL,4
P013676,Passenger_13676,VIP,3
P013677,Passenger_13677,VIP,3
P013678,Passenger_13678,LOYALTY,0
P013679,Passenger_13679,NORMAL,4
P013680,Passenger_13680,UNACCOMPANIED_MINOR,0
P013681,Passenger_13681,UNACCOMPANIED_MINOR,2
P013682,Passenger_13682,NORMAL,2
P013683,Passenger_13683,LOYALTY,2
P013684,Passenger_13684,VIP,2
P013685,Passenger_13685,VIP,3
P013686,Passenger_13686,UNACCOMPANIED_MINOR,2
P013687,Passenger_13687,UNACCOMPANIED_MINOR,0
P013688,Passenger_13688,UNACCOMPANIED_MINOR,4
P013689,Passenger_13689,VIP,4
P013690,Passenger_13690,UNACCOMPANIED_MINOR,0
P013691,Passenger_13691,VIP,1
P013692,Passenger_13692,VIP,1
P013693,Passenger_13693,LOYALTY,1
P013694,Passenger_13694,LOYALTY,1
P013695,Passenger_13695,LOYALTY,3
P013696,Passenger_13696,UNACCOMPANIED_MINOR,3
P013697,Passenger_13697,VIP,4
P013698,Passenger_13698,UNACCOMPANIED_MINOR,4
P013699,Passenger_13699,VIP,3
P013700,Passenger_13700,LOYALTY,3
P013701,Passenger_13701,LOYALTY,4
P013702,Passenger_13702,UNACCOMPANIED_MINOR,0
P013703,Passenger_13703,VIP,3
P013704,Passenger_13704,UNACCOMPANIED_MINOR,0
P013705,Passenger_13705,NORMAL,2
P013706,Passenger_13706,UNACCOMPANIED_MINOR,0
P013707,Passenger_13707,LOYALTY,0
P013708,Passenger_13708,VIP,3
P013709,Passenger_13709,VIP,2
P013710,Passenger_13710,UNACCOMPANIED_MINOR,1
P013711,Passenger_13711,LOYALTY,0
P013712,Passenger_13712,NORMAL,2
P013713,Passenger_13713,UNACCOMPANIED_MINOR,2
P013714,Passenger_13714,VIP,3
P013715,Passenger_13715,LOYALTY,2
P013716,Passenger_13716,VIP,1
P013717,Passenger_13717,VIP,3
P013718,Passenger_13718,VIP,0
P013719,Passenger_13719,VIP,3
P013720,Passenger_13720,NORMAL,0
P013721,Passenger_13721,LOYALTY,3
P013722,Passenger_13722,UNACCOMPANIED_MINOR,2
P013723,Passenger_13723,LOYALTY,1
P013724,Passenger_13724,LOYALTY,3
P013725,Passenger_13725,LOYALTY,4
P013726,Passenger_13726,UNACCOMPANIED_MINOR,2
P013727,Passenger_13727,LOYALTY,3
P013728,Passenger_13728,UNACCOMPANIED_MINOR,2
P013729,Passenger_13729,UNACCOMPANIED_MINOR,4
P013730,Passenger_13730,NORMAL,2
P013731,Passenger_13731,VIP,2
P013732,Passenger_13732,UNACCOMPANIED_MINOR,3
P013733,Passenger_13733,VIP,2
P013734,Passenger_13734,LOYALTY,3
P013735,Passenger_13735,VIP,1
P013736,Passenger_13736,VIP,4
P013737,Passenger_13737,VIP,0
P013738,Passenger_13738,LOYALTY,4
P013739,Passenger_13739,LOYALTY,2
P013740,Passenger_13740,UNACCOMPANIED_MINOR,3
P013741,Passenger_13741,UNACCOMPANIED_MINOR,0
P013742,Passenger_13742,NORMAL,0
P013743,Passenger_13743,LOYALTY,2
P013744,Passenger_13744,NORMAL,0
P013745,Passenger_13745,LOYALTY,3
P013746,Passenger_13746,VIP,2
P013747,Passenger_13747,NORMAL,4
P013748,Passenger_13748,NORMAL,2
P013749,Passenger_13749,NORMAL,2
P013750,Passenger_13750,LOYALTY,0
P013751,Passenger_13751,UNACCOMPANIED_MINOR,1
P013752,Passenger_13752,NORMAL,0
P013753,Passenger_13753,UNACCOMPANIED_MINOR,1
P013754,Passenger_13754,LOYALTY,2
P013755,Passenger_13755,NORMAL,2
P013756,Passenger_13756,LOYALTY,4
P013757,Passenger_13757,UNACCOMPANIED_MINOR,0
P013758,Passenger_13758,UNACCOMPANIED_MINOR,4
P013759,Passenger_13759,NORMAL,3
P013760,Passenger_13760,UNACCOMPANIED_MINOR,2
P013761,Passenger_13761,VIP,4
P013762,Passenger_13762,VIP,3
P013763,Passenger_13763,NORMAL,1
P013764,Passenger_13764,LOYALTY,0
P013765,Passenger_13765,LOYALTY,3
P013766,Passenger_13766,LOYALTY,0
P013767,Passenger_13767,VIP,2
P013768,Passenger_13768,UNACCOMPANIED_MINOR,1
P013769,Passenger_13769,VIP,2
P013770,Passenger_13770,UNACCOMPANIED_MINOR,3
P013771,Passenger_13771,VIP,1
P013772,Passenger_13772,LOYALTY,3
P013773,Passenger_13773,LOYALTY,0
P013774,Passenger_13774,LOYALTY,2
P013775,Passenger_13775,NORMAL,0
P013776,Passenger_13776,NORMAL,1
P013777,Passenger_13777,UNACCOMPANIED_MINOR,4
P013778,Passenger_13778,NORMAL,0
P013779,Passenger_13779,VIP,1
P013780,Passenger_13780,VIP,1
P013781,Passenger_13781,UNACCOMPANIED_MINOR,3
P013782,Passenger_13782,UNACCOMPANIED_MINOR,0
P013783,Passenger_13783,LOYALTY,2
P013784,Passenger_13784,NORMAL,0
P013785,Passenger_13785,LOYALTY,3
P013786,Passenger_13786,NORMAL,1
P013787,Passenger_13787,NORMAL,2
P013788,Passenger_13788,UNACCOMPANIED_MINOR,4
P013789,Passenger_13789,LOYALTY,2
P013790,Passenger_13790,LOYALTY,0
P013791,Passenger_13791,NORMAL,2
P013792,Passenger_13792,NORMAL,0
P013793,Passenger_13793,UNACCOMPANIED_MINOR,2
P013794,Passenger_13794,VIP,0
P013795,Passenger_13795,LOYALTY,1
P013796,Passenger_13796,LOYALTY,1
P013797,Passenger_13797,UNACCOMPANIED_MINOR,0
P013798,Passenger_13798,UNACCOMPANIED_MINOR,0
P013799,Passenger_13799,LOYALTY,4
P013800,Passenger_13800,LOYALTY,0
P013801,Passenger_13801,NORMAL,3
P013802,Passenger_13802,VIP,0
P013803,Passenger_13803,LOYALTY,1
P013804,Passenger_13804,UNACCOMPANIED_MINOR,2
P013805,Passenger_13805,NORMAL,1
P013806,Passenger_13806,NORMAL,3
P013807,Passenger_13807,UNACCOMPANIED_MINOR,2
P013808,Passenger_13808,UNACCOMPANIED_MINOR,1
P013809,Passenger_13809,NORMAL,0
P013810,Passenger_13810,UNACCOMPANIED_MINOR,0
P013811,Passenger_13811,NORMAL,2
P013812,Passenger_13812,UNACCOMPANIED_MINOR,4
P013813,Passenger_13813,NORMAL,3
P013814,Passenger_13814,LOYALTY,1
P013815,Passenger_13815,LOYALTY,1
P013816,Passenger_13816,UNACCOMPANIED_MINOR,3
P013817,Passenger_13817,VIP,1
P013818,Passenger_13818,LOYALTY,2
P013819,Passenger_13819,NORMAL,4
P013820,Passenger_13820,VIP,2
P013821,Passenger_13821,NORMAL,4
P013822,Passenger_13822,NORMAL,0
P013823,Passenger_13823,LOYALTY,4
P013824,Passenger_13824,UNACCOMPANIED_MINOR,4
P013825,Passenger_13825,UNACCOMPANIED_MINOR,4
P013826,Passenger_13826,NORMAL,1
P013827,Passenger_13827,LOYALTY,4
P013828,Passenger_13828,NORMAL,3
P013829,Passenger_13829,VIP,0
P013830,Passenger_13830,NORMAL,0
P013831,Passenger_13831,LOYALTY,1
P013832,Passenger_13832,NORMAL,2
P013833,Passenger_13833,LOYALTY,3
P013834,Passenger_13834,UNACCOMPANIED_MINOR,2
P013835,Passenger_13835,LOYALTY,4
P013836,Passenger_13836,VIP,2
P013837,Passenger_13837,LOYALTY,3
P013838,Passenger_13838,VIP,1
P013839,Passenger_13839,VIP,1
P013840,Passenger_13840,NORMAL,4
P013841,Passenger_13841,VIP,3
P013842,Passenger_13842,LOYALTY,1
P013843,Passenger_13843,UNACCOMPANIED_MINOR,4
P013844,Passenger_13844,LOYALTY,2
P013845,Passenger_13845,UNACCOMPANIED_MINOR,3
P013846,Passenger_13846,VIP,1
P013847,Passenger_13847,NORMAL,3
P013848,Passenger_13848,VIP,1
P013849,Passenger_13849,VIP,1
P013850,Passenger_13850,UNACCOMPANIED_MINOR,3
P013851,Passenger_13851,LOYALTY,1
P013852,Passenger_13852,NORMAL,2
P013853,Passenger_13853,NORMAL,4
P013854,Passenger_13854,NORMAL,0
P013855,Passenger_13855,NORMAL,3
P013856,Passenger_13856,LOYALTY,3
P013857,Passenger_13857,NORMAL,4
P013858,Passenger_13858,UNACCOMPANIED_MINOR,2
P013859,Passenger_13859,UNACCOMPANIED_MINOR,0
P013860,Passenger_13860,NORMAL,2
P013861,Passenger_13861,NORMAL,3
P013862,Passenger_13862,LOYALTY,0
P013863,Passenger_13863,LOYALTY,1
P013864,Passenger_13864,NORMAL,3
P013865,Passenger_13865,LOYALTY,2
P013866,Passenger_13866,VIP,4
P013867,Passenger_13867,NORMAL,1
P013868,Passenger_13868,LOYALTY,0
P013869,Passenger_13869,UNACCOMPANIED_MINOR,3
P013870,Passenger_13870,NORMAL,4
P013871,Passenger_13871,NORMAL,4
P013872,Passenger_13872,UNACCOMPANIED_MINOR,2
P013873,Passenger_13873,UNACCOMPANIED_MINOR,4
P013874,Passenger_13874,LOYALTY,2
P013875,Passenger_13875,UNACCOMPANIED_MINOR,0
P013876,Passenger_13876,VIP,3
P013877,Passenger_13877,NORMAL,0
P013878,Passenger_13878,VIP,2
P013879,Passenger_13879,LOYALTY,0
P013880,Passenger_13880,UNACCOMPANIED_MINOR,3
P013881,Passenger_13881,NORMAL,3
P013882,Passenger_13882,UNACCOMPANIED_MINOR,4
P013883,Passenger_13883,UNACCOMPANIED_MINOR,2
P013884,Passenger_13884,LOYALTY,0
P013885,Passenger_13885,LOYALTY,4
P013886,Passenger_13886,LOYALTY,4
P013887,Passenger_13887,LOYALTY,0
P013888,Passenger_13888,NORMAL,2
P013889,Passenger_13889,VIP,2
P013890,Passenger_13890,VIP,3
P013891,Passenger_13891,NORMAL,2
P013892,Passenger_13892,UNACCOMPANIED_MINOR,4
P013893,Passenger_13893,NORMAL,3
P013894,Passenger_13894,VIP,1
P013895,Passenger_13895,VIP,3
P013896,Passenger_13896,NORMAL,4
P013897,Passenger_13897,LOYALTY,0
P013898,Passenger_13898,UNACCOMPANIED_MINOR,0
P013899,Passenger_13899,NORMAL,0
P013900,Passenger_13900,VIP,4
P013901,Passenger_13901,LOYALTY,3
P013902,Passenger_13902,UNACCOMPANIED_MINOR,0
P013903,Passenger_13903,VIP,2
P013904,Passenger_13904,UNACCOMPANIED_MINOR,1
P013905,Passenger_13905,LOYALTY,0
P013906,Passenger_13906,VIP,0
P013907,Passenger_13907,LOYALTY,1
P013908,Passenger_13908,NORMAL,2
P013909,Passenger_13909,NORMAL,1
P013910,Passenger_13910,UNACCOMPANIED_MINOR,0
P013911,Passenger_13911,LOYALTY,0
P013912,Passenger_13912,LOYALTY,3
P013913,Passenger_13913,UNACCOMPANIED_MINOR,4
P013914,Passenger_13914,UNACCOMPANIED_MINOR,3
P013915,Passenger_13915,UNACCOMPANIED_MINOR,3
P013916,Passenger_13916,NORMAL,3
P013917,Passenger_13917,UNACCOMPANIED_MINOR,3
P013918,Passenger_13918,NORMAL,3
P013919,Passenger_13919,UNACCOMPANIED_MINOR,2
P013920,Passenger_13920,LOYALTY,4
P013921,Passenger_13921,LOYALTY,4
P013922,Passenger_13922,UNACCOMPANIED_MINOR,4
P013923,Passenger_13923,UNACCOMPANIED_MINOR,2
P013924,Passenger_13924,NORMAL,2
P013925,Passenger_13925,VIP,2
P013926,Passenger_13926,NORMAL,0
P013927,Passenger_13927,LOYALTY,4
P013928,Passenger_13928,UNACCOMPANIED_MINOR,1
P013929,Passenger_13929,LOYALTY,3
P013930,Passenger_13930,VIP,0
P013931,Passenger_13931,NORMAL,0
P013932,Passenger_13932,LOYALTY,3
P013933,Passenger_13933,NORMAL,0
P013934,Passenger_13934,UNACCOMPANIED_MINOR,2
P013935,Passenger_13935,LOYALTY,0
P013936,Passenger_13936,VIP,4
P013937,Passenger_13937,NORMAL,4
P013938,Passenger_13938,NORMAL,1
P013939,Passenger_13939,VIP,4
P013940,Passenger_13940,LOYALTY,3
P013941,Passenger_13941,LOYALTY,3
P013942,Passenger_13942,NORMAL,4
P013943,Passenger_13943,VIP,2
P013944,Passenger_13944,NORMAL,4
P013945,Passenger_13945,NORMAL,2
P013946,Passenger_13946,UNACCOMPANIED_MINOR,3
P013947,Passenger_13947,LOYALTY,4
P013948,Passenger_13948,LOYALTY,1
P013949,Passenger_13949,UNACCOMPANIED_MINOR,3
P013950,Passenger_13950,LOYALTY,1
P013951,Passenger_13951,LOYALTY,3
P013952,Passenger_13952,LOYALTY,0
P013953,Passenger_13953,VIP,0
P013954,Passenger_13954,UNACCOMPANIED_MINOR,0
P013955,Passenger_13955,NORMAL,1
P013956,Passenger_13956,VIP,2
P013957,Passenger_13957,NORMAL,3
P013958,Passenger_13958,UNACCOMPANIED_MINOR,0
P013959,Passenger_13959,UNACCOMPANIED_MINOR,1
P013960,Passenger_13960,UNACCOMPANIED_MINOR,3
P013961,Passenger_13961,LOYALTY,0
P013962,Passenger_13962,VIP,0
P013963,Passenger_13963,UNACCOMPANIED_MINOR,0
P013964,Passenger_13964,NORMAL,1
P013965,Passenger_13965,LOYALTY,2
P013966,Passenger_13966,LOYALTY,0
P013967,Passenger_13967,VIP,0
P013968,Passenger_13968,VIP,2
P013969,Passenger_13969,VIP,2
P013970,Passenger_13970,LOYALTY,4
P013971,Passenger_13971,UNACCOMPANIED_MINOR,0
P013972,Passenger_13972,NORMAL,3
P013973,Passenger_13973,UNACCOMPANIED_MINOR,4
P013974,Passenger_13974,NORMAL,3
P013975,Passenger_13975,UNACCOMPANIED_MINOR,2
P013976,Passenger_13976,VIP,4
P013977,Passenger_13977,NORMAL,1
P013978,Passenger_13978,LOYALTY,4
P013979,Passenger_13979,NORMAL,4
P013980,Passenger_13980,LOYALTY,2
P013981,Passenger_13981,UNACCOMPANIED_MINOR,0
P013982,Passenger_13982,VIP,2
P013983,Passenger_13983,NORMAL,2
P013984,Passenger_13984,LOYALTY,2
P013985,Passenger_13985,UNACCOMPANIED_MINOR,3
P013986,Passenger_13986,VIP,1
P013987,Passenger_13987,VIP,3
P013988,Passenger_13988,VIP,4
P013989,Passenger_13989,UNACCOMPANIED_MINOR,2
