pnr_id,passenger_id,flight_id,seat_class
PNR002618,P002618,FL09094,ECONOMY
PNR002619,P002619,FL03863,ECONOMY
PNR002620,P002620,FL09684,ECONOMY
PNR002621,P002621,FL00056,BUSINESS
PNR002622,P002622,FL03294,FIRST
PNR002623,P002623,FL08121,FIRST
PNR002624,P002624,FL05445,BUSINESS
PNR002625,P002625,FL07272,BUSINESS
PNR002626,P002626,FL05917,ECONOMY
PNR002627,P002627,FL05232,ECONOMY
PNR002628,P002628,FL03433,ECONOMY
PNR002629,P002629,FL01746,FIRST
PNR002630,P002630,FL06286,BUSINESS
PNR002631,P002631,FL03947,ECONOMY
PNR002632,P002632,FL08039,ECONOMY
PNR002633,P002633,FL05646,BUSINESS
PNR002634,P002634,FL09749,ECONOMY
PNR002635,P002635,FL01713,BUSINESS
PNR002636,P002636,FL06870,BUSINESS
PNR002637,P002637,FL08803,FIRST
PNR002638,P002638,FL02776,ECONOMY
PNR002639,P002639,FL04887,FIRST
PNR002640,P002640,FL05177,ECONOMY
PNR002641,P002641,FL09490,FIRST
PNR002642,P002642,FL07052,BUSINESS
PNR002643,P002643,FL09607,BUSINESS
PNR002644,P002644,FL04955,BUSINESS
PNR002645,P002645,FL04626,FIRST
PNR002646,P002646,FL07008,FIRST
PNR002647,P002647,FL06106,FIRST
PNR002648,P002648,FL06924,ECONOMY
PNR002649,P002649,FL09048,ECONOMY
PNR002650,P002650,FL05122,BUSINESS
PNR002651,P002651,FL00595,BUSINESS
PNR002652,P002652,FL09289,ECONOMY
PNR002653,P002653,FL08581,BUSINESS
PNR002654,P002654,FL06909,ECONOMY
PNR002655,P002655,FL01641,ECONOMY
PNR002656,P002656,FL08821,FIRST
PNR002657,P002657,FL02313,BUSINESS
PNR002658,P002658,FL09790,ECONOMY
PNR002659,P002659,FL09620,BUSINESS
PNR002660,P002660,FL06477,BUSINESS
PNR002661,P002661,FL01223,BUSINESS
PNR002662,P002662,FL03682,FIRST
PNR002663,P002663,FL01973,ECONOMY
PNR002664,P002664,FL03972,ECONOMY
PNR002665,P002665,FL02980,FIRST
PNR002666,P002666,FL05042,ECONOMY
PNR002667,P002667,FL00785,BUSINESS
PNR002668,P002668,FL00954,ECONOMY
PNR002669,P002669,FL00548,ECONOMY
PNR002670,P002670,FL02921,BUSINESS
PNR002671,P002671,FL00543,BUSINESS
PNR002672,P002672,FL00720,FIRST
PNR002673,P002673,FL08769,ECONOMY
PNR002674,P002674,FL01371,ECONOMY
PNR002675,P002675,FL05669,ECONOMY
PNR002676,P002676,FL06406,BUSINESS
PNR002677,P002677,FL00355,BUSINESS
PNR002678,P002678,FL07449,ECONOMY
PNR002679,P002679,FL08040,BUSINESS
PNR002680,P002680,FL06960,ECONOMY
PNR002681,P002681,FL03441,FIRST
PNR002682,P002682,FL06932,FIRST
PNR002683,P002683,FL09652,BUSINESS
PNR002684,P002684,FL00334,FIRST
PNR002685,P002685,FL01503,BUSINESS
PNR002686,P002686,FL04877,FIRST
PNR002687,P002687,FL00991,FIRST
PNR002688,P002688,FL03673,ECONOMY
PNR002689,P002689,FL09010,FIRST
PNR002690,P002690,FL05329,BUSINESS
PNR002691,P002691,FL04801,FIRST
PNR002692,P002692,FL01298,BUSINESS
PNR002693,P002693,FL00791,ECONOMY
PNR002694,P002694,FL09906,BUSINESS
PNR002695,P002695,FL04120,BUSINESS
PNR002696,P002696,FL05377,FIRST
PNR002697,P002697,FL06945,ECONOMY
PNR002698,P002698,FL06259,BUSINESS
PNR002699,P002699,FL03500,BUSINESS
PNR002700,P002700,FL00378,FIRST
PNR002701,P002701,FL01201,BUSINESS
PNR002702,P002702,FL03303,BUSINESS
PNR002703,P002703,FL08073,ECONOMY
PNR002704,P002704,FL07188,BUSINESS
PNR002705,P002705,FL06270,FIRST
PNR002706,P002706,FL04541,BUSINESS
PNR002707,P002707,FL06129,ECONOMY
PNR002708,P002708,FL04644,ECONOMY
PNR002709,P002709,FL06898,FIRST
PNR002710,P002710,FL09101,FIRST
PNR002711,P002711,FL02204,FIRST
PNR002712,P002712,FL08907,BUSINESS
PNR002713,P002713,FL04832,BUSINESS
PNR002714,P002714,FL05462,ECONOMY
PNR002715,P002715,FL06147,BUSINESS
PNR002716,P002716,FL06781,BUSINESS
PNR002717,P002717,FL07344,BUSINESS
PNR002718,P002718,FL06819,FIRST
PNR002719,P002719,FL05770,BUSINESS
PNR002720,P002720,FL06923,FIRST
PNR002721,P002721,FL03459,FIRST
PNR002722,P002722,FL06972,ECONOMY
PNR002723,P002723,FL01678,ECONOMY
PNR002724,P002724,FL07585,FIRST
PNR002725,P002725,FL02050,FIRST
PNR002726,P002726,FL07846,ECONOMY
PNR002727,P002727,FL01439,ECONOMY
PNR002728,P002728,FL00732,FIRST
PNR002729,P002729,FL05140,FIRST
PNR002730,P002730,FL01611,ECONOMY
PNR002731,P002731,FL06158,ECONOMY
PNR002732,P002732,FL09705,ECONOMY
PNR002733,P002733,FL03071,ECONOMY
PNR002734,P002734,FL09801,FIRST
PNR002735,P002735,FL08852,ECONOMY
PNR002736,P002736,FL04882,ECONOMY
PNR002737,P002737,FL03343,FIRST
PNR002738,P002738,FL03749,FIRST
PNR002739,P002739,FL02033,FIRST
PNR002740,P002740,FL09890,ECONOMY
PNR002741,P002741,FL03589,FIRST
PNR002742,P002742,FL06118,ECONOMY
PNR002743,P002743,FL00525,FIRST
PNR002744,P002744,FL01755,BUSINESS
PNR002745,P002745,FL05192,FIRST
PNR002746,P002746,FL02781,FIRST
PNR002747,P002747,FL03813,ECONOMY
PNR002748,P002748,FL04630,FIRST
PNR002749,P002749,FL04671,FIRST
PNR002750,P002750,FL02947,FIRST
PNR002751,P002751,FL02466,BUSINESS
PNR002752,P002752,FL06040,FIRST
PNR002753,P002753,FL09378,BUSINESS
PNR002754,P002754,FL02818,ECONOMY
PNR002755,P002755,FL02790,ECONOMY
PNR002756,P002756,FL03926,ECONOMY
PNR002757,P002757,FL04104,BUSINESS
PNR002758,P002758,FL05143,ECONOMY
PNR002759,P002759,FL07413,ECONOMY
PNR002760,P002760,FL07252,ECONOMY
PNR002761,P002761,FL09301,ECONOMY
PNR002762,P002762,FL07131,BUSINESS
PNR002763,P002763,FL05363,BUSINESS
PNR002764,P002764,FL01661,FIRST
PNR002765,P002765,FL04824,BUSINESS
PNR002766,P002766,FL09480,FIRST
PNR002767,P002767,FL02353,ECONOMY
PNR002768,P002768,FL06533,FIRST
PNR002769,P002769,FL09849,FIRST
PNR002770,P002770,FL02844,ECONOMY
PNR002771,P002771,FL03840,FIRST
PNR002772,P002772,FL02853,ECONOMY
PNR002773,P002773,FL06570,BUSINESS
PNR002774,P002774,FL00872,FIRST
PNR002775,P002775,FL03208,ECONOMY
PNR002776,P002776,FL03362,BUSINESS
PNR002777,P002777,FL03216,FIRST
PNR002778,P002778,FL08001,FIRST
PNR002779,P002779,FL06972,BUSINESS
PNR002780,P002780,FL02219,FIRST
PNR002781,P002781,FL09097,BUSINESS
PNR002782,P002782,FL02486,ECONOMY
PNR002783,P002783,FL08807,ECONOMY
PNR002784,P002784,FL03862,BUSINESS
PNR002785,P002785,FL06165,ECONOMY
PNR002786,P002786,FL00275,FIRST
PNR002787,P002787,FL08992,ECONOMY
PNR002788,P002788,FL00864,FIRST
PNR002789,P002789,FL03599,BUSINESS
PNR002790,P002790,FL07562,BUSINESS
PNR002791,P002791,FL03210,FIRST
PNR002792,P002792,FL05837,BUSINESS
PNR002793,P002793,FL06995,ECONOMY
PNR002794,P002794,FL07571,ECONOMY
PNR002795,P002795,FL02826,BUSINESS
PNR002796,P002796,FL06138,FIRST
PNR002797,P002797,FL00926,ECONOMY
PNR002798,P002798,FL07552,FIRST
PNR002799,P002799,FL02437,ECONOMY
PNR002800,P002800,FL04394,BUSINESS
PNR002801,P002801,FL02339,BUSINESS
PNR002802,P002802,FL01515,BUSINESS
PNR002803,P002803,FL08143,FIRST
PNR002804,P002804,FL02118,BUSINESS
PNR002805,P002805,FL07549,ECONOMY
PNR002806,P002806,FL08493,ECONOMY
PNR002807,P002807,FL04678,FIRST
PNR002808,P002808,FL07975,ECONOMY
PNR002809,P002809,FL02853,BUSINESS
PNR002810,P002810,FL01588,FIRST
PNR002811,P002811,FL05380,ECONOMY
PNR002812,P002812,FL04735,ECONOMY
PNR002813,P002813,FL08503,ECONOMY
PNR002814,P002814,FL06722,BUSINESS
PNR002815,P002815,FL00085,FIRST
PNR002816,P002816,FL08328,FIRST
PNR002817,P002817,FL04036,BUSINESS
PNR002818,P002818,FL02878,FIRST
PNR002819,P002819,FL04575,BUSINESS
PNR002820,P002820,FL03644,BUSINESS
PNR002821,P002821,FL04586,ECONOMY
PNR002822,P002822,FL02300,BUSINESS
PNR002823,P002823,FL03085,ECONOMY
PNR002824,P002824,FL06226,BUSINESS
PNR002825,P002825,FL01928,BUSINESS
PNR002826,P002826,FL07725,FIRST
PNR002827,P002827,FL06076,ECONOMY
PNR002828,P002828,FL06440,ECONOMY
PNR002829,P002829,FL08293,FIRST
PNR002830,P002830,FL09131,ECONOMY
PNR002831,P002831,FL03671,BUSINESS
PNR002832,P002832,FL00584,FIRST
PNR002833,P002833,FL05874,FIRST
PNR002834,P002834,FL03859,BUSINESS
PNR002835,P002835,FL00879,BUSINESS
PNR002836,P002836,FL02513,FIRST
PNR002837,P002837,FL02828,BUSINESS
PNR002838,P002838,FL06232,BUSINESS
PNR002839,P002839,FL04347,BUSINESS
PNR002840,P002840,FL05786,ECONOMY
PNR002841,P002841,FL00480,ECONOMY
PNR002842,P002842,FL02029,FIRST
PNR002843,P002843,FL05664,BUSINESS
PNR002844,P002844,FL05764,BUSINESS
PNR002845,P002845,FL08035,BUSINESS
PNR002846,P002846,FL04720,ECONOMY
PNR002847,P002847,FL07443,FIRST
PNR002848,P002848,FL07952,BUSINESS
PNR002849,P002849,FL00242,BUSINESS
PNR002850,P002850,FL05791,BUSINESS
PNR002851,P002851,FL02107,BUSINESS
PNR002852,P002852,FL05829,FIRST
PNR002853,P002853,FL08997,ECONOMY
PNR002854,P002854,FL06605,BUSINESS
PNR002855,P002855,FL08227,FIRST
PNR002856,P002856,FL00081,ECONOMY
PNR002857,P002857,FL06637,FIRST
PNR002858,P002858,FL08048,ECONOMY
PNR002859,P002859,FL06868,BUSINESS
PNR002860,P002860,FL04882,BUSINESS
PNR002861,P002861,FL04064,FIRST
PNR002862,P002862,FL06255,BUSINESS
PNR002863,P002863,FL02066,BUSINESS
PNR002864,P002864,FL04099,FIRST
PNR002865,P002865,FL05766,ECONOMY
PNR002866,P002866,FL02177,ECONOMY
PNR002867,P002867,FL05757,BUSINESS
PNR002868,P002868,FL06273,BUSINESS
PNR002869,P002869,FL05515,FIRST
PNR002870,P002870,FL09845,FIRST
PNR002871,P002871,FL02390,ECONOMY
PNR002872,P002872,FL03543,BUSINESS
PNR002873,P002873,FL08062,FIRST
PNR002874,P002874,FL03506,FIRST
PNR002875,P002875,FL09944,BUSINESS
PNR002876,P002876,FL09146,FIRST
PNR002877,P002877,FL06422,BUSINESS
PNR002878,P002878,FL08871,ECONOMY
PNR002879,P002879,FL03522,ECONOMY
PNR002880,P002880,FL07086,ECONOMY
PNR002881,P002881,FL05384,BUSINESS
PNR002882,P002882,FL01837,ECONOMY
PNR002883,P002883,FL09810,FIRST
PNR002884,P002884,FL06550,BUSINESS
PNR002885,P002885,FL02574,ECONOMY
PNR002886,P002886,FL02187,ECONOMY
PNR002887,P002887,FL06836,FIRST
PNR002888,P002888,FL02828,BUSINESS
PNR002889,P002889,FL02507,FIRST
PNR002890,P002890,FL01336,FIRST
PNR002891,P002891,FL04849,FIRST
PNR002892,P002892,FL05040,ECONOMY
PNR002893,P002893,FL05421,BUSINESS
PNR002894,P002894,FL07572,ECONOMY
PNR002895,P002895,FL03932,BUSINESS
PNR002896,P002896,FL00479,FIRST
PNR002897,P002897,FL07292,BUSINESS
PNR002898,P002898,FL06005,ECONOMY
PNR002899,P002899,FL02301,ECONOMY
PNR002900,P002900,FL02055,BUSINESS
PNR002901,P002901,FL09519,FIRST
PNR002902,P002902,FL08195,BUSINESS
PNR002903,P002903,FL09765,ECONOMY
PNR002904,P002904,FL09420,FIRST
PNR002905,P002905,FL07551,ECONOMY
PNR002906,P002906,FL01636,FIRST
PNR002907,P002907,FL06329,BUSINESS
PNR002908,P002908,FL05272,FIRST
PNR002909,P002909,FL00704,FIRST
PNR002910,P002910,FL07304,FIRST
PNR002911,P002911,FL06888,ECONOMY
PNR002912,P002912,FL00301,ECONOMY
PNR002913,P002913,FL02771,ECONOMY
PNR002914,P002914,FL05276,FIRST
PNR002915,P002915,FL07997,ECONOMY
PNR002916,P002916,FL08769,BUSINESS
PNR002917,P002917,FL00835,ECONOMY
PNR002918,P002918,FL09043,ECONOMY
PNR002919,P002919,FL03703,ECONOMY
PNR002920,P002920,FL01831,BUSINESS
PNR002921,P002921,FL05762,FIRST
PNR002922,P002922,FL06658,FIRST
PNR002923,P002923,FL09685,ECONOMY
PNR002924,P002924,FL05744,FIRST
PNR002925,P002925,FL05346,ECONOMY
PNR002926,P002926,FL01341,BUSINESS
PNR002927,P002927,FL01160,BUSINESS
PNR002928,P002928,FL03027,FIRST
PNR002929,P002929,FL05494,BUSINESS
PNR002930,P002930,FL05222,BUSINESS
PNR002931,P002931,FL02220,ECONOMY
PNR002932,P002932,FL05741,ECONOMY
PNR002933,P002933,FL03495,FIRST
PNR002934,P002934,FL01131,ECONOMY
PNR002935,P002935,FL06449,FIRST
PNR002936,P002936,FL04336,BUSINESS
PNR002937,P002937,FL09065,ECONOMY
PNR002938,P002938,FL02778,ECONOMY
PNR002939,P002939,FL08433,FIRST
PNR002940,P002940,FL08166,BUSINESS
PNR002941,P002941,FL03370,FIRST
PNR002942,P002942,FL04119,ECONOMY
PNR002943,P002943,FL06107,BUSINESS
PNR002944,P002944,FL04778,FIRST
PNR002945,P002945,FL05556,ECONOMY
PNR002946,P002946,FL06190,ECONOMY
PNR002947,P002947,FL02389,FIRST
PNR002948,P002948,FL02198,ECONOMY
PNR002949,P002949,FL03324,ECONOMY
PNR002950,P002950,FL09849,FIRST
PNR002951,P002951,FL03884,BUSINESS
PNR002952,P002952,FL05201,ECONOMY
PNR002953,P002953,FL09774,ECONOMY
PNR002954,P002954,FL06258,ECONOMY
PNR002955,P002955,FL05404,BUSINESS
PNR002956,P002956,FL01320,ECONOMY
PNR002957,P002957,FL08694,BUSINESS
PNR002958,P002958,FL01452,FIRST
PNR002959,P002959,FL06885,BUSINESS
PNR002960,P002960,FL03328,FIRST
PNR002961,P002961,FL01496,ECONOMY
PNR002962,P002962,FL04413,ECONOMY
PNR002963,P002963,FL03863,ECONOMY
PNR002964,P002964,FL02156,FIRST
PNR002965,P002965,FL07689,BUSINESS
PNR002966,P002966,FL02457,ECONOMY
PNR002967,P002967,FL06623,FIRST
PNR002968,P002968,FL07410,ECONOMY
PNR002969,P002969,FL08679,FIRST
PNR002970,P002970,FL07643,ECONOMY
PNR002971,P002971,FL02819,BUSINESS
PNR002972,P002972,FL05252,ECONOMY
PNR002973,P002973,FL09928,FIRST
PNR002974,P002974,FL02799,BUSINESS
PNR002975,P002975,FL08677,FIRST
PNR002976,P002976,FL05583,BUSINESS
PNR002977,P002977,FL07126,ECONOMY
PNR002978,P002978,FL05241,ECONOMY
PNR002979,P002979,FL02247,ECONOMY
PNR002980,P002980,FL03814,FIRST
PNR002981,P002981,FL06976,ECONOMY
PNR002982,P002982,FL02467,ECONOMY
PNR002983,P002983,FL03900,BUSINESS
PNR002984,P002984,FL09840,BUSINESS
PNR002985,P002985,FL02823,ECONOMY
PNR002986,P002986,FL05656,BUSINESS
PNR002987,P002987,FL06068,ECONOMY
PNR002988,P002988,FL09900,BUSINESS
PNR002989,P002989,FL06951,ECONOMY
PNR002990,P002990,FL03679,FIRST
PNR002991,P002991,FL03518,ECONOMY
PNR002992,P002992,FL08730,BUSINESS
PNR002993,P002993,FL06259,ECONOMY
PNR002994,P002994,FL05195,FIRST
PNR002995,P002995,FL02170,BUSINESS
PNR002996,P002996,FL06957,FIRST
PNR002997,P002997,FL09083,BUSINESS
PNR002998,P002998,FL05118,ECONOMY
PNR002999,P002999,FL02916,BUSINESS
PNR003000,P003000,FL05038,ECONOMY
PNR003001,P003001,FL02597,ECONOMY
PNR003002,P003002,FL09761,BUSINESS
PNR003003,P003003,FL01380,FIRST
PNR003004,P003004,FL02825,BUSINESS
PNR003005,P003005,FL09402,FIRST
PNR003006,P003006,FL05541,FIRST
PNR003007,P003007,FL01970,ECONOMY
PNR003008,P003008,FL05844,BUSINESS
PNR003009,P003009,FL05332,ECONOMY
PNR003010,P003010,FL02736,BUSINESS
PNR003011,P003011,FL06854,BUSINESS
PNR003012,P003012,FL01871,FIRST
PNR003013,P003013,FL07107,FIRST
PNR003014,P003014,FL04690,ECONOMY
PNR003015,P003015,FL02399,ECONOMY
PNR003016,P003016,FL08573,ECONOMY
PNR003017,P003017,FL02142,FIRST
PNR003018,P003018,FL01394,ECONOMY
PNR003019,P003019,FL06896,FIRST
PNR003020,P003020,FL05300,FIRST
PNR003021,P003021,FL03274,BUSINESS
PNR003022,P003022,FL03567,BUSINESS
PNR003023,P003023,FL07122,ECONOMY
PNR003024,P003024,FL09634,ECONOMY
PNR003025,P003025,FL08159,ECONOMY
PNR003026,P003026,FL08623,ECONOMY
PNR003027,P003027,FL09116,BUSINESS
PNR003028,P003028,FL07228,BUSINESS
PNR003029,P003029,FL02441,ECONOMY
PNR003030,P003030,FL05003,ECONOMY
PNR003031,P003031,FL03687,BUSINESS
PNR003032,P003032,FL05235,BUSINESS
PNR003033,P003033,FL07478,ECONOMY
PNR003034,P003034,FL02109,ECONOMY
PNR003035,P003035,FL02715,ECONOMY
PNR003036,P003036,FL01374,ECONOMY
PNR003037,P003037,FL08743,ECONOMY
PNR003038,P003038,FL03603,BUSINESS
PNR003039,P003039,FL04597,FIRST
PNR003040,P003040,FL06526,FIRST
PNR003041,P003041,FL08145,ECONOMY
PNR003042,P003042,FL09106,FIRST
PNR003043,P003043,FL00943,FIRST
PNR003044,P003044,FL02672,FIRST
PNR003045,P003045,FL03723,BUSINESS
PNR003046,P003046,FL02234,BUSINESS
PNR003047,P003047,FL08101,BUSINESS
PNR003048,P003048,FL03757,ECONOMY
PNR003049,P003049,FL02338,ECONOMY
PNR003050,P003050,FL09021,FIRST
PNR003051,P003051,FL01842,ECONOMY
PNR003052,P003052,FL04435,ECONOMY
PNR003053,P003053,FL02772,ECONOMY
PNR003054,P003054,FL00189,ECONOMY
PNR003055,P003055,FL03639,FIRST
PNR003056,P003056,FL02060,BUSINESS
PNR003057,P003057,FL00072,ECONOMY
PNR003058,P003058,FL08996,BUSINESS
PNR003059,P003059,FL05963,BUSINESS
PNR003060,P003060,FL06710,FIRST
PNR003061,P003061,FL09414,ECONOMY
PNR003062,P003062,FL07587,FIRST
PNR003063,P003063,FL05387,ECONOMY
PNR003064,P003064,FL06073,ECONOMY
PNR003065,P003065,FL09063,BUSINESS
PNR003066,P003066,FL01389,FIRST
PNR003067,P003067,FL07409,ECONOMY
PNR003068,P003068,FL00354,ECONOMY
PNR003069,P003069,FL07430,FIRST
PNR003070,P003070,FL04037,ECONOMY
PNR003071,P003071,FL07936,BUSINESS
PNR003072,P003072,FL03697,FIRST
PNR003073,P003073,FL02549,BUSINESS
PNR003074,P003074,FL05780,ECONOMY
PNR003075,P003075,FL01690,ECONOMY
PNR003076,P003076,FL03996,FIRST
PNR003077,P003077,FL00506,ECONOMY
PNR003078,P003078,FL00075,BUSINESS
PNR003079,P003079,FL07645,FIRST
PNR003080,P003080,FL02568,FIRST
PNR003081,P003081,FL05395,ECONOMY
PNR003082,P003082,FL09808,ECONOMY
PNR003083,P003083,FL01977,ECONOMY
PNR003084,P003084,FL09058,FIRST
PNR003085,P003085,FL02615,FIRST
PNR003086,P003086,FL04846,BUSINESS
PNR003087,P003087,FL00869,FIRST
PNR003088,P003088,FL07181,FIRST
PNR003089,P003089,FL00656,BUSINESS
PNR003090,P003090,FL03927,BUSINESS
PNR003091,P003091,FL07025,FIRST
PNR003092,P003092,FL02930,FIRST
PNR003093,P003093,FL01688,ECONOMY
PNR003094,P003094,FL02645,ECONOMY
PNR003095,P003095,FL05591,BUSINESS
PNR003096,P003096,FL03120,BUSINESS
PNR003097,P003097,FL06310,BUSINESS
PNR003098,P003098,FL06796,ECONOMY
PNR003099,P003099,FL09838,BUSINESS
PNR003100,P003100,FL09720,ECONOMY
PNR003101,P003101,FL07076,FIRST
PNR003102,P003102,FL00171,ECONOMY
PNR003103,P003103,FL09380,ECONOMY
PNR003104,P003104,FL05000,BUSINESS
PNR003105,P003105,FL07656,ECONOMY
PNR003106,P003106,FL02478,ECONOMY
PNR003107,P003107,FL05931,FIRST
PNR003108,P003108,FL05090,FIRST
PNR003109,P003109,FL02514,BUSINESS
PNR003110,P003110,FL06186,ECONOMY
PNR003111,P003111,FL04394,BUSINESS
PNR003112,P003112,FL01490,FIRST
PNR003113,P003113,FL01083,FIRST
PNR003114,P003114,FL00447,ECONOMY
PNR003115,P003115,FL04703,ECONOMY
PNR003116,P003116,FL03140,BUSINESS
PNR003117,P003117,FL06460,FIRST
PNR003118,P003118,FL08510,BUSINESS
PNR003119,P003119,FL06315,BUSINESS
PNR003120,P003120,FL04833,BUSINESS
PNR003121,P003121,FL00140,BUSINESS
PNR003122,P003122,FL00420,FIRST
PNR003123,P003123,FL00942,BUSINESS
PNR003124,P003124,FL06463,BUSINESS
PNR003125,P003125,FL09167,ECONOMY
PNR003126,P003126,FL02506,BUSINESS
PNR003127,P003127,FL07775,ECONOMY
PNR003128,P003128,FL00130,ECONOMY
PNR003129,P003129,FL01302,BUSINESS
PNR003130,P003130,FL06568,ECONOMY
PNR003131,P003131,FL06932,FIRST
PNR003132,P003132,FL05338,ECONOMY
PNR003133,P003133,FL07475,ECONOMY
PNR003134,P003134,FL07010,ECONOMY
PNR003135,P003135,FL01345,BUSINESS
PNR003136,P003136,FL06001,BUSINESS
PNR003137,P003137,FL06855,FIRST
PNR003138,P003138,FL00188,ECONOMY
PNR003139,P003139,FL05792,FIRST
PNR003140,P003140,FL08489,BUSINESS
PNR003141,P003141,FL05446,BUSINESS
PNR003142,P003142,FL04837,BUSINESS
PNR003143,P003143,FL09951,FIRST
PNR003144,P003144,FL07222,FIRST
PNR003145,P003145,FL07516,ECONOMY
PNR003146,P003146,FL05601,BUSINESS
PNR003147,P003147,FL03499,FIRST
PNR003148,P003148,FL01827,ECONOMY
PNR003149,P003149,FL09085,BUSINESS
PNR003150,P003150,FL01925,ECONOMY
PNR003151,P003151,FL00754,BUSINESS
PNR003152,P003152,FL07425,FIRST
PNR003153,P003153,FL00596,FIRST
PNR003154,P003154,FL02906,BUSINESS
PNR003155,P003155,FL02948,ECONOMY
PNR003156,P003156,FL07371,BUSINESS
PNR003157,P003157,FL01097,ECONOMY
PNR003158,P003158,FL07593,FIRST
PNR003159,P003159,FL08305,ECONOMY
PNR003160,P003160,FL04906,ECONOMY
PNR003161,P003161,FL01091,FIRST
PNR003162,P003162,FL07058,FIRST
PNR003163,P003163,FL03250,BUSINESS
PNR003164,P003164,FL01135,FIRST
PNR003165,P003165,FL03462,BUSINESS
PNR003166,P003166,FL06605,ECONOMY
PNR003167,P003167,FL00720,ECONOMY
PNR003168,P003168,FL06160,FIRST
PNR003169,P003169,FL07574,ECONOMY
PNR003170,P003170,FL04921,BUSINESS
PNR003171,P003171,FL09529,FIRST
PNR003172,P003172,FL08083,BUSINESS
PNR003173,P003173,FL03815,BUSINESS
PNR003174,P003174,FL09062,BUSINESS
PNR003175,P003175,FL00530,ECONOMY
PNR003176,P003176,FL00180,FIRST
PNR003177,P003177,FL07585,BUSINESS
PNR003178,P003178,FL06827,BUSINESS
PNR003179,P003179,FL05641,FIRST
PNR003180,P003180,FL09048,ECONOMY
PNR003181,P003181,FL03035,BUSINESS
PNR003182,P003182,FL02053,BUSINESS
PNR003183,P003183,FL02492,ECONOMY
PNR003184,P003184,FL02282,BUSINESS
PNR003185,P003185,FL00806,BUSINESS
PNR003186,P003186,FL00304,ECONOMY
PNR003187,P003187,FL07123,FIRST
PNR003188,P003188,FL01896,FIRST
PNR003189,P003189,FL09828,ECONOMY
PNR003190,P003190,FL07551,BUSINESS
PNR003191,P003191,FL06259,FIRST
PNR003192,P003192,FL09950,BUSINESS
PNR003193,P003193,FL07106,BUSINESS
PNR003194,P003194,FL08613,ECONOMY
PNR003195,P003195,FL04272,BUSINESS
PNR003196,P003196,FL00334,ECONOMY
PNR003197,P003197,FL06128,FIRST
PNR003198,P003198,FL03561,ECONOMY
PNR003199,P003199,FL01993,ECONOMY
PNR003200,P003200,FL08581,ECONOMY
PNR003201,P003201,FL03188,ECONOMY
PNR003202,P003202,FL06916,FIRST
PNR003203,P003203,FL05632,BUSINESS
PNR003204,P003204,FL08159,BUSINESS
PNR003205,P003205,FL02411,ECONOMY
PNR003206,P003206,FL00213,ECONOMY
PNR003207,P003207,FL00136,ECONOMY
PNR003208,P003208,FL06672,FIRST
PNR003209,P003209,FL08789,BUSINESS
PNR003210,P003210,FL05197,BUSINESS
PNR003211,P003211,FL05658,BUSINESS
PNR003212,P003212,FL01235,FIRST
PNR003213,P003213,FL08932,FIRST
PNR003214,P003214,FL03508,ECONOMY
PNR003215,P003215,FL06988,ECONOMY
PNR003216,P003216,FL06564,ECONOMY
PNR003217,P003217,FL09297,ECONOMY
PNR003218,P003218,FL08365,ECONOMY
PNR003219,P003219,FL09914,BUSINESS
PNR003220,P003220,FL07772,FIRST
PNR003221,P003221,FL00515,BUSINESS
PNR003222,P003222,FL02666,ECONOMY
PNR003223,P003223,FL02992,BUSINESS
PNR003224,P003224,FL09700,FIRST
PNR003225,P003225,FL05957,ECONOMY
PNR003226,P003226,FL04449,ECONOMY
PNR003227,P003227,FL04244,ECONOMY
PNR003228,P003228,FL07611,BUSINESS
PNR003229,P003229,FL08991,ECONOMY
PNR003230,P003230,FL09283,FIRST
PNR003231,P003231,FL03069,FIRST
PNR003232,P003232,FL08194,BUSINESS
PNR003233,P003233,FL09964,FIRST
PNR003234,P003234,FL00811,ECONOMY
PNR003235,P003235,FL06259,ECONOMY
PNR003236,P003236,FL04392,BUSINESS
PNR003237,P003237,FL07438,ECONOMY
PNR003238,P003238,FL05984,ECONOMY
PNR003239,P003239,FL01670,FIRST
PNR003240,P003240,FL04995,BUSINESS
PNR003241,P003241,FL05775,ECONOMY
PNR003242,P003242,FL00812,FIRST
PNR003243,P003243,FL05894,ECONOMY
PNR003244,P003244,FL01518,FIRST
PNR003245,P003245,FL09328,BUSINESS
PNR003246,P003246,FL04404,ECONOMY
PNR003247,P003247,FL08651,BUSINESS
PNR003248,P003248,FL00926,FIRST
PNR003249,P003249,FL02479,ECONOMY
PNR003250,P003250,FL09248,BUSINESS
PNR003251,P003251,FL08599,BUSINESS
PNR003252,P003252,FL02694,ECONOMY
PNR003253,P003253,FL04294,ECONOMY
PNR003254,P003254,FL01072,ECONOMY
PNR003255,P003255,FL04629,ECONOMY
PNR003256,P003256,FL02898,FIRST
PNR003257,P003257,FL07631,BUSINESS
PNR003258,P003258,FL09087,BUSINESS
PNR003259,P003259,FL08793,ECONOMY
PNR003260,P003260,FL09898,BUSINESS
PNR003261,P003261,FL03373,BUSINESS
PNR003262,P003262,FL08471,FIRST
PNR003263,P003263,FL06807,FIRST
PNR003264,P003264,FL04584,ECONOMY
PNR003265,P003265,FL07776,ECONOMY
PNR003266,P003266,FL00641,BUSINESS
PNR003267,P003267,FL08584,ECONOMY
PNR003268,P003268,FL07684,BUSINESS
PNR003269,P003269,FL03180,ECONOMY
